type,latitude,longitude,altitude (m),name,desc,kml_folder
T,39.789229902,-86.236865080,221.1,,,
T,39.789228506,-86.236887141,221.1,,,
T,39.789227042,-86.236907604,221.1,,,
T,39.789225794,-86.236929628,221.1,,,
T,39.789224663,-86.236951372,221.1,,,
T,39.789223220,-86.236975621,221.1,,,
T,39.789222408,-86.236997500,221.1,,,
T,39.789221664,-86.237019433,221.1,,,
T,39.789221248,-86.237039809,221.1,,,
T,39.789220677,-86.237060219,221.1,,,
T,39.789220226,-86.237077595,221.1,,,
T,39.789219612,-86.237096568,221.1,,,
T,39.789218809,-86.237117890,221.1,,,
T,39.789218517,-86.237139600,221.1,,,
T,39.789218903,-86.237159647,221.1,,,
T,39.789219343,-86.237180191,221.1,,,
T,39.789219670,-86.237200320,221.1,,,
T,39.789220298,-86.237220465,221.1,,,
T,39.789220840,-86.237240461,221.1,,,
T,39.789222066,-86.237259365,221.1,,,
T,39.789223272,-86.237277868,221.1,,,
T,39.789224646,-86.237296274,221.1,,,
T,39.789226708,-86.237313755,221.1,,,
T,39.789228740,-86.237333081,221.1,,,
T,39.789231726,-86.237352679,221.1,,,
T,39.789234187,-86.237373179,221.1,,,
T,39.789237805,-86.237394934,221.1,,,
T,39.789240642,-86.237414609,221.0,,,
T,39.789244147,-86.237433577,221.0,,,
T,39.789247220,-86.237454112,221.0,,,
T,39.789251382,-86.237474501,221.0,,,
T,39.789255596,-86.237497312,221.0,,,
T,39.789260218,-86.237519292,221.0,,,
T,39.789265227,-86.237540017,221.0,,,
T,39.789269298,-86.237557635,221.0,,,
T,39.789274007,-86.237577824,221.0,,,
T,39.789278848,-86.237596198,221.0,,,
T,39.789283761,-86.237612571,221.0,,,
T,39.789289108,-86.237631084,221.0,,,
T,39.789294878,-86.237649858,221.0,,,
T,39.789299890,-86.237665724,221.0,,,
T,39.789306022,-86.237683220,221.0,,,
T,39.789311486,-86.237699556,221.0,,,
T,39.789317247,-86.237716064,221.0,,,
T,39.789323113,-86.237731976,221.0,,,
T,39.789329074,-86.237747908,221.0,,,
T,39.789335493,-86.237763964,221.0,,,
T,39.789342365,-86.237780224,221.0,,,
T,39.789350204,-86.237798043,221.0,,,
T,39.789358231,-86.237814990,221.0,,,
T,39.789366040,-86.237831103,221.0,,,
T,39.789374074,-86.237847688,221.0,,,
T,39.789383259,-86.237863767,221.0,,,
T,39.789392508,-86.237880958,221.0,,,
T,39.789402187,-86.237897858,221.0,,,
T,39.789410446,-86.237911450,221.0,,,
T,39.789418106,-86.237923733,221.0,,,
T,39.789425791,-86.237935967,221.0,,,
T,39.789433196,-86.237948417,221.0,,,
T,39.789439882,-86.237959325,221.0,,,
T,39.789449038,-86.237972461,221.0,,,
T,39.789457720,-86.237985038,221.0,,,
T,39.789464387,-86.237995407,221.0,,,
T,39.789472816,-86.238009305,221.0,,,
T,39.789482555,-86.238022226,221.0,,,
T,39.789492944,-86.238036445,221.0,,,
T,39.789504095,-86.238051470,221.0,,,
T,39.789513833,-86.238065320,221.0,,,
T,39.789524782,-86.238079487,221.0,,,
T,39.789535671,-86.238092298,221.0,,,
T,39.789548776,-86.238108511,221.0,,,
T,39.789562645,-86.238125016,220.9,,,
T,39.789576936,-86.238142662,220.9,,,
T,39.789589960,-86.238158111,220.9,,,
T,39.789600732,-86.238169562,220.9,,,
T,39.789612630,-86.238181204,221.0,,,
T,39.789625394,-86.238192819,221.0,,,
T,39.789636871,-86.238203783,221.0,,,
T,39.789649248,-86.238215116,221.0,,,
T,39.789661522,-86.238226828,221.0,,,
T,39.789675480,-86.238239792,221.0,,,
T,39.789688379,-86.238251368,221.1,,,
T,39.789700446,-86.238261799,221.1,,,
T,39.789713478,-86.238272883,221.1,,,
T,39.789727360,-86.238286232,221.1,,,
T,39.789742035,-86.238300988,221.1,,,
T,39.789755237,-86.238313831,221.1,,,
T,39.789767399,-86.238325463,221.1,,,
T,39.789780248,-86.238336616,221.1,,,
T,39.789794708,-86.238348301,221.1,,,
T,39.789806510,-86.238356867,221.1,,,
T,39.789820523,-86.238365888,221.1,,,
T,39.789833695,-86.238374291,221.0,,,
T,39.789847098,-86.238383348,221.0,,,
T,39.789859702,-86.238392654,221.0,,,
T,39.789870045,-86.238400118,221.0,,,
T,39.789882766,-86.238409831,221.0,,,
T,39.789895358,-86.238419664,221.0,,,
T,39.789907125,-86.238428752,221.0,,,
T,39.789920555,-86.238438857,221.0,,,
T,39.789934758,-86.238449970,221.0,,,
T,39.789949333,-86.238460615,221.0,,,
T,39.789963149,-86.238470810,221.0,,,
T,39.789975478,-86.238480284,221.0,,,
T,39.789989748,-86.238491316,221.1,,,
T,39.790001543,-86.238500653,221.2,,,
T,39.790014494,-86.238510748,221.2,,,
T,39.790027442,-86.238520236,221.3,,,
T,39.790042053,-86.238531001,221.3,,,
T,39.790057969,-86.238541523,221.4,,,
T,39.790075230,-86.238552718,221.4,,,
T,39.790092402,-86.238564249,221.5,,,
T,39.790108912,-86.238577724,221.5,,,
T,39.790125147,-86.238591316,221.5,,,
T,39.790140723,-86.238604116,221.6,,,
T,39.790156658,-86.238616556,221.6,,,
T,39.790173480,-86.238630197,221.7,,,
T,39.790188840,-86.238642095,221.7,,,
T,39.790208323,-86.238655424,221.7,,,
T,39.790228593,-86.238669679,221.8,,,
T,39.790249603,-86.238682336,221.8,,,
T,39.790270983,-86.238692948,221.8,,,
T,39.790289530,-86.238702381,221.8,,,
T,39.790308011,-86.238709905,221.8,,,
T,39.790327681,-86.238717262,221.8,,,
T,39.790345577,-86.238723059,221.8,,,
T,39.790365091,-86.238728906,221.7,,,
T,39.790384032,-86.238734695,221.7,,,
T,39.790403032,-86.238740574,221.7,,,
T,39.790420869,-86.238745624,221.7,,,
T,39.790438122,-86.238749985,221.7,,,
T,39.790455621,-86.238755469,221.7,,,
T,39.790472964,-86.238761086,221.7,,,
T,39.790490881,-86.238766725,221.7,,,
T,39.790506026,-86.238770397,221.7,,,
T,39.790526427,-86.238774724,221.8,,,
T,39.790545186,-86.238779406,221.8,,,
T,39.790560896,-86.238783524,221.8,,,
T,39.790578989,-86.238788083,221.8,,,
T,39.790597440,-86.238792137,221.8,,,
T,39.790611822,-86.238795733,221.8,,,
T,39.790626575,-86.238799528,221.8,,,
T,39.790644358,-86.238803301,221.8,,,
T,39.790661022,-86.238807546,221.8,,,
T,39.790679415,-86.238811472,221.8,,,
T,39.790695377,-86.238814994,221.8,,,
T,39.790714084,-86.238819677,221.8,,,
T,39.790732902,-86.238824047,221.8,,,
T,39.790750715,-86.238827058,221.8,,,
T,39.790769718,-86.238829733,221.8,,,
T,39.790788647,-86.238831482,221.8,,,
T,39.790805603,-86.238833052,221.8,,,
T,39.790823747,-86.238834323,221.7,,,
T,39.790842848,-86.238835147,221.7,,,
T,39.790860718,-86.238835381,221.7,,,
T,39.790878613,-86.238836160,221.7,,,
T,39.790898130,-86.238837134,221.7,,,
T,39.790917840,-86.238838005,221.7,,,
T,39.790937934,-86.238839193,221.7,,,
T,39.790957603,-86.238839946,221.7,,,
T,39.790975078,-86.238840162,221.7,,,
T,39.790996493,-86.238839981,221.7,,,
T,39.791016851,-86.238839459,221.7,,,
T,39.791037608,-86.238838971,221.7,,,
T,39.791061837,-86.238838652,221.7,,,
T,39.791080857,-86.238837989,221.7,,,
T,39.791100090,-86.238837731,221.7,,,
T,39.791119301,-86.238838139,221.7,,,
T,39.791138355,-86.238838558,221.7,,,
T,39.791158811,-86.238839065,221.7,,,
T,39.791176455,-86.238839200,221.7,,,
T,39.791193251,-86.238839168,221.7,,,
T,39.791211671,-86.238839631,221.7,,,
T,39.791228799,-86.238839655,221.7,,,
T,39.791246299,-86.238839332,221.7,,,
T,39.791262773,-86.238839582,221.7,,,
T,39.791281897,-86.238840541,221.7,,,
T,39.791296716,-86.238840075,221.7,,,
T,39.791314066,-86.238840356,221.7,,,
T,39.791334706,-86.238840340,221.7,,,
T,39.791352001,-86.238839839,221.7,,,
T,39.791366062,-86.238839203,221.7,,,
T,39.791381987,-86.238839609,221.7,,,
T,39.791398179,-86.238840011,221.7,,,
T,39.791413994,-86.238840602,221.7,,,
T,39.791431435,-86.238841224,221.7,,,
T,39.791447398,-86.238841558,221.7,,,
T,39.791462317,-86.238841086,221.7,,,
T,39.791479245,-86.238841754,221.7,,,
T,39.791493966,-86.238841694,221.7,,,
T,39.791511624,-86.238841644,221.7,,,
T,39.791527466,-86.238842249,221.7,,,
T,39.791541406,-86.238842452,221.7,,,
T,39.791556434,-86.238841608,221.7,,,
T,39.791573230,-86.238842175,221.7,,,
T,39.791590474,-86.238842732,221.7,,,
T,39.791605831,-86.238842976,221.7,,,
T,39.791622716,-86.238843275,221.7,,,
T,39.791639933,-86.238843403,221.7,,,
T,39.791656621,-86.238844016,221.7,,,
T,39.791673268,-86.238844611,221.7,,,
T,39.791687500,-86.238845382,221.7,,,
T,39.791702434,-86.238845670,221.7,,,
T,39.791719246,-86.238845823,221.7,,,
T,39.791737239,-86.238845854,221.7,,,
T,39.791754465,-86.238846282,221.7,,,
T,39.791771612,-86.238846438,221.7,,,
T,39.791787493,-86.238846290,221.7,,,
T,39.791802078,-86.238846441,221.7,,,
T,39.791819008,-86.238846957,221.7,,,
T,39.791835591,-86.238847962,221.7,,,
T,39.791854203,-86.238848142,221.8,,,
T,39.791872056,-86.238848487,221.8,,,
T,39.791885924,-86.238848447,221.8,,,
T,39.791904224,-86.238848594,221.8,,,
T,39.791920902,-86.238849304,221.8,,,
T,39.791938853,-86.238849446,221.8,,,
T,39.791954853,-86.238849514,221.8,,,
T,39.791971976,-86.238849787,221.8,,,
T,39.791986619,-86.238849820,221.8,,,
T,39.791997977,-86.238849521,221.8,,,
T,39.792013852,-86.238849836,221.8,,,
T,39.792028056,-86.238850148,221.8,,,
T,39.792041606,-86.238850088,221.8,,,
T,39.792054925,-86.238850440,221.8,,,
T,39.792068060,-86.238850751,221.8,,,
T,39.792087446,-86.238850941,221.9,,,
T,39.792104145,-86.238851302,221.9,,,
T,39.792119110,-86.238851666,221.9,,,
T,39.792135129,-86.238851900,221.9,,,
T,39.792151260,-86.238852096,221.9,,,
T,39.792165466,-86.238852357,221.9,,,
T,39.792181843,-86.238852402,221.9,,,
T,39.792198252,-86.238852549,221.9,,,
T,39.792214690,-86.238852969,221.9,,,
T,39.792229738,-86.238852854,221.9,,,
T,39.792244875,-86.238852972,222.0,,,
T,39.792261061,-86.238852400,222.0,,,
T,39.792278192,-86.238852893,222.0,,,
T,39.792294492,-86.238853581,222.0,,,
T,39.792310206,-86.238853855,222.0,,,
T,39.792327435,-86.238854006,222.0,,,
T,39.792352128,-86.238854224,222.0,,,
T,39.792366500,-86.238854648,222.0,,,
T,39.792382217,-86.238855170,222.0,,,
T,39.792398683,-86.238855406,222.0,,,
T,39.792414336,-86.238855441,222.0,,,
T,39.792427657,-86.238855402,222.0,,,
T,39.792444854,-86.238855461,222.0,,,
T,39.792461473,-86.238855639,222.0,,,
T,39.792475957,-86.238855766,222.0,,,
T,39.792492058,-86.238855794,222.0,,,
T,39.792508551,-86.238856241,222.0,,,
T,39.792523953,-86.238856216,222.0,,,
T,39.792537896,-86.238856467,222.0,,,
T,39.792552030,-86.238856482,222.0,,,
T,39.792567767,-86.238856912,222.0,,,
T,39.792582836,-86.238856807,222.0,,,
T,39.792597855,-86.238856939,222.0,,,
T,39.792614633,-86.238857087,222.0,,,
T,39.792628356,-86.238857208,222.0,,,
T,39.792643066,-86.238857560,222.0,,,
T,39.792657485,-86.238858245,222.0,,,
T,39.792672285,-86.238858957,222.0,,,
T,39.792685810,-86.238859056,222.0,,,
T,39.792701047,-86.238859438,222.0,,,
T,39.792715252,-86.238859311,222.0,,,
T,39.792726999,-86.238859065,222.1,,,
T,39.792739287,-86.238858549,222.1,,,
T,39.792751775,-86.238859158,222.1,,,
T,39.792763117,-86.238859273,222.1,,,
T,39.792775773,-86.238859800,222.1,,,
T,39.792789588,-86.238860387,222.1,,,
T,39.792802722,-86.238859918,222.1,,,
T,39.792816324,-86.238859841,222.1,,,
T,39.792829707,-86.238859876,222.1,,,
T,39.792842647,-86.238860372,222.1,,,
T,39.792857074,-86.238861139,222.1,,,
T,39.792871842,-86.238861689,222.1,,,
T,39.792885900,-86.238861731,222.1,,,
T,39.792900013,-86.238862214,222.1,,,
T,39.792915801,-86.238862444,222.1,,,
T,39.792929337,-86.238863081,222.1,,,
T,39.792944010,-86.238863624,222.1,,,
T,39.792958523,-86.238864006,222.1,,,
T,39.792972736,-86.238864581,222.2,,,
T,39.792986981,-86.238865058,222.2,,,
T,39.793000670,-86.238865439,222.2,,,
T,39.793013195,-86.238865165,222.2,,,
T,39.793026437,-86.238865915,222.2,,,
T,39.793040237,-86.238866174,222.2,,,
T,39.793053975,-86.238866915,222.2,,,
T,39.793069114,-86.238867639,222.2,,,
T,39.793085023,-86.238868764,222.2,,,
T,39.793100325,-86.238869131,222.2,,,
T,39.793117467,-86.238869128,222.3,,,
T,39.793131487,-86.238869339,222.3,,,
T,39.793141039,-86.238869183,222.3,,,
T,39.793151991,-86.238869436,222.3,,,
T,39.793160527,-86.238869810,222.3,,,
T,39.793172721,-86.238869780,222.3,,,
T,39.793187381,-86.238870468,222.3,,,
T,39.793200785,-86.238870461,222.3,,,
T,39.793217159,-86.238870431,222.3,,,
T,39.793229299,-86.238870584,222.2,,,
T,39.793240118,-86.238871314,222.2,,,
T,39.793250978,-86.238872037,222.2,,,
T,39.793264843,-86.238872564,222.2,,,
T,39.793278487,-86.238872366,222.1,,,
T,39.793292215,-86.238871983,222.1,,,
T,39.793308797,-86.238871838,222.1,,,
T,39.793321717,-86.238871799,222.1,,,
T,39.793336293,-86.238872233,222.0,,,
T,39.793353412,-86.238872661,222.0,,,
T,39.793369321,-86.238873138,222.0,,,
T,39.793385904,-86.238873410,221.9,,,
T,39.793401799,-86.238873583,221.9,,,
T,39.793420937,-86.238873602,221.8,,,
T,39.793437505,-86.238873282,221.8,,,
T,39.793459601,-86.238873064,221.8,,,
T,39.793474959,-86.238874166,221.7,,,
T,39.793486335,-86.238874137,221.8,,,
T,39.793507300,-86.238874184,221.8,,,
T,39.793520680,-86.238874128,221.9,,,
